Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
 PIPE_TC_DRAIN_3385TCIGM,006013405H1,code128,,Default Category,nos1,nos1,nos1,135.54,197,5,GST @28%,exclusive,no_image.png,,,,,,,,,87081010,,,,,0,,
ENGINE HARNESS SUITABLE FOR 3DI EXPORT,006013422H91,code128,,Default Category,nos1,nos1,nos1,1902.02,2794,5,GST @18%,exclusive,no_image.png,,,,,,,,,85441110,,,,,0,,
"ENGINE HARNESS S/F 4DI,EXPORT",006013423H91,code128,,Default Category,nos1,nos1,nos1,1920.42,3058,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
"CANOPY HARNESS S/F 2,3,4DI FOR EXPORT",006013424H91,code128,,Default Category,nos1,nos1,nos1,1334.05,2211,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
"POWER CABLE 15-20KVA,3PH FOR EXPORT",006013425H91,code128,,Default Category,nos1,nos1,nos1,1672.95,2550,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
"POWER CABLE - 30KVA,3PH FOR MCP (EXPORT",006013426H91,code128,,Default Category,nos1,nos1,nos1,1549.71,2647,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
"POWER CABLE - 50KVA,3PH FOR MCP (EXPORT",006013427H91,code128,,Default Category,nos1,nos1,nos1,3684.78,6107,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,
"""MCP CABLE HARNESS FOR 2,3&4DI (EXPORT P",006013429H91,code128,,Default Category,nos1,nos1,nos1,1527.83,2107,5,GST @18%,exclusive,no_image.png,,,,,,,,,85443000,,,,,0,,
FLEXIBLE PIPE 10KVA SINGLE DOOR,006013455H91,code128,,Default Category,nos1,nos1,nos1,1239.83,1802,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,
FLEXIBLE PIPE 30KVA INSIDE SILENCER,006013457H11,code128,,Default Category,nos1,nos1,nos1,1628.16,2781,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
IC PIPE SUPPORT_FROM STUB PIPE,006013477H1,code128,,Default Category,nos1,nos1,nos1,48.55,74,5,GST @28%,exclusive,no_image.png,,,,,,,,,87081090,,,,,0,,
