Product Code,Product Name,Variant,Expected,Counted
006000320B91,PIPE ASSEMBLY LUB OIL INLET,,0,
006000322B1,STICKER MAHINDRA LOGO FOR GENSET,,0,
006000328B1,OIL EMANATION TUBE GENSET,,0,
006000328B1-PB,OIL EMANATION TUBE GENSET,,0,
006000329R91,PRE CLEANER,,0,
006000329R91-PB,PRE CLEANER BP/NBP/ 255/245,,0,
006000331F1,BOLT BANJO (M12X1.5X24.30),,0,
006000331F1-PB,BOLT BANJO M12X1.5X24.30,,0,
006000333B1,BELLOWS FOR GENSET,,0,
006000334B91,PIPE CPT FUEL OVERFLOW-FOR GEN,,0,
006000334B91-PB,PIPE CPT FUEL OVERFLOW-FOR GEN,,0,
006000336F1,PLUG CONNECTING  OIL COOLER,,0,
006000336F1-PB,CONNECTING PLUG OIL COOLER,,0,
006000339F1,OIL COOLER (5 PLATE),,0,
006000339F1-PB,OIL COOLER (5 PLATE),,0,
006000354F1,PIPE FUEL FILTER TO FIP NEF 4W,,0,
006000354F2,PIPE FILTER TO FIP,,0,
006000354F2-PB,PIPE 4 CYL. NEF FILTER TO FIP,,0,
006000354F3,PIPE FILTER TO FUEL INJECTION PUMP,,0,
006000355F1,PIPE FEED PUMP TO FUEL FILTER,,0,
006000355F3,PIPE FEED PUMP TO FILTER,,0,
006000355F3-PB,PIPE FEED PUMP TO FILTER,,0,
006000362R1,VALVE SEAT INTAKE,,0,
006000362R1-PB,VALVE SEAT INTAKE,,0,
006000363R1,VALVE SEAT EXHAUST,,0,
006000363R1-PB,VALVE SEAT EXHAUST,,0,
006000372R1,PLATE THRUST CAMSHAFT,,0,
006000372R1-PB,PLATE THRUST CAMSHAFT,,0,
006000385F1,HOUSING WATER DRAIN / HEATER PLUG,,0,
006000386F1,PLATE CRANKCASE WATER DRAIN,,0,
006000406H1,PLUG TAPER (M18 X 1.5),,0,
006000415F1,PIPE FUEL FILTER TO FIP_ 3 CYL.(MOD,,0,
006000415F2,(USE 006000354F3) PIPE NEF FILTER TO FIP,,0,
006000415F2-PB,PIPE  NEF FILTER TO FIP,,0,
006000436H1,GASKET OIL PAN (310203) - 245DI,,0,
006000438H1,TUBE CENTERING F COVER DOWEL - 245DI,,0,
006000439F1,BRACKET AIR CLEANER,,0,
006000448H1,OIL PAN ASSY.SHEET METAL,,0,
006000453H1,BOLT M10 X 55 (960146),,0,
006000454F91,AIR FILTER ASSEMBLY,,0,
006000455F1,ELEMENT AIR FILTER,,0,
006000455F1-PB,OUTER AIR ELEMENT,,0,
006000456F1,ELEMENT AIR FILTER,,0,
006000456F1-PB,SAFETY AIR ELEMENT,,0,
006000466F1,INJECTOR ASSEMBY (S-TYPE NEF),,0,
006000489F1,COVER SPECIAL - AIR CLEANER,,0,
006000490F1,VACUATOR VALVE AIR CLEANER,,0,
006000514F1,HOSE,,0,
006000514F1-PB,HOSE SILICONE BETWEEN TC AND C,,0,
006000519F1,PLUG FOR BLOCK HEATER WATER DRAIN,,0,
006000520F1,INTAKE VALVE,,0,
006000520F1-PB,INTAKE VALVE FOR NEW65,,0,
006000535F1,PISTON,,0,
006000535F1-PB,PISTON (TCI),,0,
006000541F1,INJECTOR (A433387810 CON. 6X0.207),,0,
006000548F1,GLOW PLUG,,0,
006000565F1,BEARING CYLIDRICAL ROLLER (B 35X62X14),,0,
006000566F1,BEARING CYLINDRICAL ROLLER (C 35X72X17),,0,
006000568F91,RING SETS- NEF RINGS,,0,
006000571F91,PISTON ASSEMBLY,,0,
006000571F91-PB,ASSY. PISTON COOLING ALT # 000020778E05,,0,
006000598F1,SPIDER COUPLING HYDRAULIC PUMP,,0,
006000603F1,HOSE RADIATOR,,0,
006000604F1,RADIATOR HOSE,,0,
006000617F1,FAN ADAPTER NEW 65 ( C.I ),,0,
006000622F1,PLUG CONNECTING,,0,
006000622F1-PB,CONNECTING PLUG FOR 10 PLATE OIL CO,,0,
006000629F1,CLIP WORM HOSE AC SIDE (DIA102 mm),,0,
006000629F1-PB,CLIP WORM HOSE EPDM AC SIDE-102 DIA,,0,
006000631F1,CLAMP (CONSTANT TORQUE ),,0,
006000639F1,PIPE FUEL SPILL (INJECTOR TO T CONNECTOR,,0,
006000646F1,OIL COOLER (10 PLATE),,0,
006000646F1-PB,OIL COOLER - 10 PLATE- ARJUN 6500,,0,
006000650F91,BRACKET ASSEMBLY AIR CLEANER,,0,
006000650F91-PB,ASSEMBLY BRACKET AIR CLEANER (NEW65,,0,
006000651F1,GASKET (CPI AND INTAKE MANIFOLD),,0,
006000653F91,COVER CYLINDER HEAD (WITH DEFLECTOR PLAT,,0,
006000653H1,GASKET - THER HSG & WAT MANIFOLD - 245DI,,0,
006000659F1,STUD BOTH ENDS (M8X1.25X60X10.9),,0,
006000662F1,STUD (M8X1.25X80 GRADE 10.9),,0,
006000662F1-PB,STUD M8X1.25X80 GRADE 10.9,,0,
006000663F1,NUT (HEX FL M8X1.25X8.7X10) BSIV,,0,
006000696F1,GUIDE VALVE - NEF (FINISHED FO,,0,
006000696F1-PB,GUIDE VALVE - NEF (FINISHED FO,,0,
006000720F1,MANIFOLD EXHAUST,,0,
006000744B1,GASKET (LUB OIL OUTLET),,0,
006000747B1,HOSE PIPE TO INTAKE MANIFOLD,,0,
006000747B1-PB,HOSE PIPE TO INT.MANIFOLD-P858 H1,,0,
006000753F1,PULLEY WATER PUMP FAN DRIVE,,0,
006000756F1,OIL COOLER (12 PLATE),,0,
006000757F1,PLUG ( OIL COOLER),,0,
006000768B1,PLUG DRAIN W/MAGNET M16 X 1.5 - 235DI,,0,
006000769B1,STRIP FLAT CRANKCASE - 235DI,,0,
006000771B1,STRIP BEND CRANKCASE - 235DI,,0,
006000771F1,SEALING RING OIL COOLER (POSH),,0,
006000771F1-PB,SEALING RING OIL COOLER (POSH),,0,
006000777B1,COVER INSPECTION - 235DI,,0,
006000780B1,O RING 135.00X3.53 NBR,,0,
006000781B1,PISTON COOLING JET - 235DI,,0,
006000787F91,SET CON ROD BEARINGS UPR/LWR 0,,0,
006000787F91-PB,SET CON ROD BEARINGS UPR/LWR 0,,0,
006000789B91,FILTER OIL ASSY SPIN ON (235 DI ),,0,
006000789B91-PB,FILTER OIL ASSY SPIN ON (235 DI ),,0,
006000789F1,PRIMARY AIR ELEMENT,,0,
006000789F1-PB,PRIMARY AIR ELEMENT - 75 HP,,0,
006000790F1,SAFETY AIR ELEMENT - 4575GM,,0,
006000790F1-PB,SAFETY AIR ELEMENT - 4575GM,,0,
006000792F1,BRACKET TENSIONER,,0,
006000794F91,4NEF  (S) TYPE  REGULUR CYL.HEAD,,0,
006000794F92,4NEF (S) TYPE  CUP TYPE CYL.HEAD,,0,
006000798F1,(ALT F2)GASKET CYLINDER HEAD MLS MODIFED,,0,
006000798F1-PB,GASKET CYLINDER HEAD MLS(MODIFED),,0,
006000798F2,GASKET CYLINDER HEAD,,0,
006000798F2-PB,GASKET_CYL_HEAD_MLS_4CYL_NEF,,0,
006000800B91,PUMP CPT LUB OIL  w/o SS ACE - 235DI,,0,
006000806F1,FAN BELT,,0,
006000806F1-PB,FAN BELT,,0,
006000807F1,INTAKE VALVE,,0,
006000811B1,GEAR DRIVE TO PUMP - 235DI,,0,
006000812F1,BOLT CYLINDER HEAD MOUNTING (12.9),,0,
006000812F1-PB,BOLT CYLINDER HEAD MOUNTING-12.9,,0,
006000815B1,GASKET STRAINER ASSY - 235DI,,0,
006000820F1,PIPE (SPILL INJ. TO TANK S-Type 4CYL),,0,
006000821B1,OIL SEAL 2L 67.70X85X8.00,,0,
006000822B1,ASSY CRANKSHAFT - 235DI,,0,
006000822B2,CRANKSHAFT ASSEMBLY,,0,
006000823B1,ASSY RELEIF VALVE - 235DI,,0,
006000823F1,STUD BOTH ENDS (M8X1.25X34X6),,0,
006000826B1,MANIFOLD INLET - 235DI,,0,
006000826B2,INTAKE MANIFOLD-235DI (CI),,0,
006000831F1,BRACKET FOR LIFTING ENGINE FRONT SIDE,,0,
006000835B1,GASKET PROTECTION SLEEVE - 235DI,,0,
006000838B1,COVER PUSH ROD,,0,
006000840B1,HOSE SLEEVE PROTECTION - 235DI,,0,
006000841B2,FRONT COVER MACHINED - 235DI,,0,
006000842B1,BOLT SPECIAL HEX,,0,
006000843B1,FLANGE CAMSHAFT BEARING - 235DI,,0,
006000847B1,BRG BALL 25X62X17,,0,
006000848B1,STRIP FOR TAPPET - 235DI,,0,
006000849B2,CAM SHAFT M/C P245,,0,
006000850F1,PIPE (CRANKCASE TO OIL COOLER),,0,
006000854B1,NUT HEX M22 X 1.5 X15.5 X 8,,0,
006000855B1,GOVERNOR SHAFT,,0,
006000856F1,NUT CLEVELOC EXHAUST MANIFOLD,,0,
006000864B1,FORK GOVERNING - 235DI,,0,
006000865B1,PIN THRUST - 235DI,,0,
006000868B1,GOVERNOR WEIGHT,,0,
006000869B1,GOVERNOR FLANGE - 235DI,,0,
006000870B1,PIN CLEVIS 6.00X63.00,,0,
006000870F1,INJECTOR,,0,
006000871F1,GEAR CRANKSHAFT,,0,
006000873B1,PIN DOWEL 10.038X32.000,,0,
006000874B1,OILING RING - 235DI,,0,
006000875B1,LINK OILING RING - 235DI,,0,
006000876B1,PIN GUIDE - 235DI,,0,
006000876F1,GREASE SEAL FOR FRONT COVER,,0,
006000879F91,GEAR IDLER ASSEMBLY WITH BUSH,,0,
006000879F91-PB,GEAR IDLER ASSY. WITH BUSH - DIN 9,,0,
006000885B1,LEVER UPPER GOVERNOR - 235DI,,0,
006000886B1,GOVERNOR LEVER - 235DI,,0,
006000887B1,SPRING PRESSURE - 235DI,,0,
006000888B1,CIRCLIP - E TYPE 8 MM - 235DI,,0,
006000889B1,BOLT HEX M8X1.25X35X8.8,,0,
006000891F1,GASKET UHM / EXH. MANIFOLD ( NEW 55,,0,
006000892B1,BOLT HEX M6X1X30X8.8,,0,
006000892F1,FAN (450 DIAMETER),,0,
006000893B1,BRG BALL 45X75X12,,0,
006000894B1,BOLT HEX M6X1X25X8.8,,0,
006000900B1,FLYWHEEL RING GEAR (ACE),,0,
006000901B1,PISTON RING OIL CONTROL - 235DI,,0,
006000907B1,NUT THIN TAPPET ROLLER,,0,
006000911B1,TAPPET,,0,
006000915B1,SHIM GOV. FORK 0.2 MM TK. - 235DI,,0,
006000916B1,SHIM GOV. FORK 0.5 MM TK - 235DI,,0,
006000917B1,BRACKET PULL TO STOP LEVER - 235DI,,0,
006000918B1,PIPE HIGH PRESSURE FUEL INJECTION - 235D,,0,
006000928B1,BOLT HEX M8X1.25X8X8.8,,0,
006000929B1,GASKET HOUR METER - 235DI,,0,
006000930B1,ADAPTOR HOUR METER - 235DI,,0,
006000931B1,GASKET FIP FLANGE - 235DI,,0,
006000939B1,IMPELLER COOLING PLASTIC,,0,
006000946B1,BALL BEARING 6203ZZ - 235DI,,0,
006000952B1,GUARD IMPELLER FRONT - 235DI,,0,
006000953B1,HOUSING UPPER - 235DI,,0,
006000953B2,UPPER HOUSING,,0,
006000961B1,GUARD IMPELLER SHAFT REAR - 235DI,,0,
006000964B2,BRACKET SUPPORT BLOWER - 235DI,,0,
006000965B1,AIR CLEANER-235BP,,0,
006000985B1,GASKET INLET MANIFOLD - 235DI,,0,
006000994B1,GASKET  EXHAUST MANIFOLD - 235DI,,0,
006000999B1,STUD BOTHENDS (M10x1.5x42x8.8),,0,
006001008B1,SHIM CRANKSHAFT 0.5 MM TK - 235DI,,0,
006001011B1,BEARING CRANK SHAFT FRONT,,0,
006001014B1,KEY CRANKSHAFT - 235DI,,0,
006001016B1,CIRCLIP INT - LUG 160 X 4,,0,
006001017B1,GASKET BRG HOUSING - 235DI,,0,
006001020B1,NUT RING CRANKSHAFT M75 X 1.5 - 235DI,,0,
006001023B1,COVER MAIN HOUSING - 235DI,,0,
006001026B1,NUT FLYWHEEL M50 X 1.50 - 235DI,,0,
006001028B1,PISTON RING TOP - 235DI,,0,
006001029B1,PISTON RING SECOND - 235DI,,0,
006001030B1,CIRCLIP PISTON - 235DI,,0,
006001033B1,BUSH BI-MET  40.000X45.282X42.00,,0,
006001034B1,BOLT CON ROD M16 X 1.5 X 71,,0,
006001035B1,BEARING CONROD BIG END - 235DI,,0,
006001041B1,BEARING NUP 315 - 235DI,,0,
006001042B1,BUSH (PL 20.055X26.111X27.50),,0,
006001043B91,ASSY ACTUATING PLATE - 235DI,,0,
006001044B1,BOLT HEX M10X1.25X25X8.8,,0,
006001045B1,COVER ROCKER,,0,
006001046B1,GASKET ROCKER COVER - 235DI,,0,
006001052B1,RETAINER VALVE SPRING BOTTOM - 235DI,,0,
006001053B1,SHIM ROCKER ARM - 235DI,,0,
006001055B1,RETAINER VALVE SPRING TOP - 235DI,,0,
006001057B1,VALVE STEM SEAL KOS 9329 - NM,,0,
006001058B1,BOLT HEX M12 X 1.75 X 120 X 8.8,,0,
006001059B1,SPRING DECOM SYSYTEM - 235DI,,0,
006001061B1,STUD BOTHENDS (M8x1.25x46x8.8),,0,
006001066B1,O RING (8.74X1.78 NBR),,0,
006001074B91,ASSY CYLINDER HEAD - 235DI,,0,
006001074B92,ASSY CYLINDER HEAD - 235DI,,0,
006001077B1,VALVE SEAT INLET,,0,
006001078B1,VALVE SEAT EXHAUST,,0,
006001079B1,VALVE GUIDE,,0,
006001091B2,CRANKCASE FINISH 235DI,,0,
006001097B91,PIPE HIGH PRESSURE (1st),,0,
006001097B91-PB,PIPE HIGH PRESSURE 1ST - 1.8 M,,0,
006001098B91,PIPE HIGH PRESSURE (2nd),,0,
006001098B91-PB,PIPE HIGH PRESSURE 2ND (1.8 MM,,0,
006001099B91,PIPE HIGH PRESSURE (3rd),,0,
006001099B91-PB,PIPE HIGH PRESSURE 3RD (1.8 MM,,0,
006001100B91,PIPE HIGH PRESSURE (4th),,0,
006001114B1,PLATE IDENTIFICATION (BLANK) GENSET,,0,
006001118R91,RADIATOR CAP ASSLY,,0,
006001118R91-PB,RADIATOR CAP ASSLY,,0,
006001122R1,DRAIN COCK,,0,
006001122R1-PB,DRAIN COCK,,0,
006001126B11,PRE CLEANER CPTE FOR GEN SET,,0,
006001175B1,PIPE FIP OVER FLOW,,0,
006001175B1-PB,FIP OVER FLOW PIPE,,0,
006001195H1,STUD BOTHENDS M10X1.5X105X8.8,,0,
006001209B1,CLIP HOSE AIR INTAKE (DIA 76),,0,
006001210B1,CLIP HOSE (TC TO PIPE DIA 46),,0,
006001212B91,FAN ASSEMBLY,,0,
006001214B91,F.I.P. 2 CYL. GENSET 313,,0,
006001224B91,ROCKER ARM,,0,
006001224B91-PB,ASSY ROCKER ARM & V. LEVER SF,,0,
006001225B91,ROCKER ARM,,0,
006001225B91-PB,ASSY ROCKER ARM & V. LEVER SFT 4DI,,0,
006001226B1,ARM CPTE ROCKER,,0,
006001226B1-PB,ARM CPTE ROCKER,,0,
006001232B1,CLIP HOSE TURBO SIDE,,0,
006001238R1,WASHER PLAIN G14.2X21.5X1,,0,
006001238R1-PB,WASHER PLAIN G14.2X21.5X1,,0,
006001256F1,VNEF TCI CRANKSHAFT W/O FR PTO(FILLET HD,,0,
006001294B91,STARTER MOTOR - 235DI,,0,
006001295B91,SENSOR TEMPERATURE - 235DI,,0,
006001302R1,CON ROD BOLT,,0,
006001302R1-PB,CON ROD BOLT,,0,
006001314F91,CON.ROD ASSY 100HP TCI- H4,,0,
006001314F91-PB,CON.ROD ASSY 100HP TCI- H4,,0,
006001314F92,CONNECTING ROD ASSY,,0,
006001316B1,THERMOSTAT HOUSING 4 CYL. FOR GENSET,,0,
006001317B1,THERMOSTAT HOUSING 2/3DI GEN S,,0,
006001340R1,GEAR FIP INTEGRAL ADAPTOR  -25,,0,
006001340R1-PB,GEAR FIP INTEGRAL ADAPTOR  -25,,0,
006001348B11,BRACKET ALTERNATOR MOUNTING,,0,
006001348B11-PB,BKT.CPTE ALTERNATOR MTG (858 TURBO),,0,
006001353B91,GEAR IDLER ASSY- P858 TURBO,,0,
006001353B91-PB,GEAR IDLER ASSY- P858 TURBO,,0,
006001354B11,OIL FILLER BLOCK,,0,
006001381B1,GASKET AIR INTAKE MANIFOLD TURBO ENGINE,,0,
006001381B1-PB,GASKET AIR INTAKE MANIFOLD TURBO ENGINE,,0,
006001419F1,PIN PISTON,,0,
006001419F1-PB,PIN PISTON VNEF TCI (32X 15 X,,0,
006001420F1,CIRCLIP FOR PISTON,,0,
006001420F1-PB,CIRCLIP VNEF TCI FOR PISTON (3,,0,
006001421F1,RING PISTON (TOP),,0,
006001421F1-PB,RING PISTON TOP (CR-CS COATIN,,0,
006001422F1,SECOND RING,,0,
006001422F1-PB,SECOND RING,,0,
006001423F1,OIL RING,,0,
006001423F1-PB,OIL RING TIER 3,,0,
006001510R91,ROCKER ARM AND V LEVER ASSEMBLY (2DI),,0,
006001510R91-PB,ASSY ROCKER ARM & V. LEVER SFT 2DI,,0,
006001512B91,AIR FILTER,,0,
006001527B92,OIL PUMP ASSEMBLY,,0,
006001527B92-PB,OIL PUMP ASSEMBLY P858 TURBO ENGINE,,0,
006001543B91,OIL FILTER  AND HEAD ASSEMBLY,,0,
006001543B91-PB,OIL FILTER &HEAD ASSY. P858 TU,,0,
006001547B91,OIL FILTER ASSEMBLY,,0,
006001547B91-PB,OIL FILTER ASSY FOR 4375GM,,0,
006001596B1,SPRING AIR CLEANER HOSE,,0,
006001620B1,VALVE EXHAUST,,0,
006001620B1-PB,VALVE EXHAUST,,0,
006001625R91,OIL SEAL 2L 92.55X111.40X10,,0,
006001640B1,HOSE AIR INTAKE -P245,,0,
006001643B1,VALVE HSG COVER FOR ATLAS COPC,,0,
006001657B11,AIR CLEANER BRACKET FOR GENSET,,0,
006001670C2,PIPE FUEL TANK TO FEED PUMP (4 CYL),,0,
006001674B1,GASKET EXHAUST MANIFOLD E3505(METAL,,0,
006001676B91,PUSHER FAN ASSY NEF GENSET,,0,
006001697R91,OIL LEVEL GAUGE ASSY,,0,
006001697R92,OIL LEVEL GAUGE ASSY,,0,
006001697R92-PB,OIL LEVEL GAUGE ASSY,,0,
006001725A1,HOSE WATER PUMP,,0,
006001725A1-PB,HOSE-WATER PUMP,,0,
006001726A1,BELT FAN,,0,
006001744B11,RACKET AIR CLEANER MTG,,0,
006001746B1,MANIFOLD EXHAUST - 235DI,,0,
006001750B1,AIR CLEANER MTG.BRACKET FOR NEF GENSET,,0,
006001752B1,MECHANICAL SRVICE INDICATOR FO,,0,
006001752B1-PB,MECHANICAL SRVICE INDICATOR FO,,0,
006001753B1,BRACKET SOLENOID MTG,,0,
006001754B1,PRE CLEANER BRACKET TOP SUPPORT-GEN,,0,
006001755B91,PRE CLEANER SACTOR,,0,
006001755B91-PB,PRE CLEANER SACTOR,,0,
006001758B1,AIR HOSE AT AIR CLEANER FOR NE,,0,
006001759B1,AIR CLEANER HOSE INTAKE MANIFO,,0,
006001759B1-PB,AIR CLEANER HOSE INTAKE MANIFO,,0,
006001760B1,ADAPTOR (OIL COOLER ),,0,
006001760B1-PB,OIL COOLER ADAPTOR P-858,,0,
006001765B1,PLATE OIL DEFLECTOR - 235DI,,0,
006001766B1,NUT CAP M12X1.75X27X8,,0,
006001776B11,BRACKET DECOMP CABLE STOPPER,,0,
006001779F1,PISTON VNEF TCI (TAPER ) WITH 18.5 C.R.,,0,
006001779F1-PB,PISTON VNEF TCI (TAPER ) WITH 18.5 C.R.,,0,
006001808B1,GASKET BEARING COVER - 235DI,,0,
006001809B1,GASKET INSPECTION COVER,,0,
006001810B1,GASKET PUMP BASE - 235DI,,0,
006001821A1,GASKET WATER PUMP (SILICON BEADING),,0,
006001821A1-PB,GASKET WATER PUMP-SILICON BEADING,,0,
006001822B1,THERMOSTATE HOUSING NE GENSET,,0,
006001833B2,ROCKER ARM LH WITH OIL GROOVE - 235DI,,0,
006001834B2,ROCKER ARM RH WITH OIL GROOVE - 235DI,,0,
006001835B1,PIN ROCKER ARM WITH HELICAL GROOVE - 235,,0,
006001835B2,PIN ROCKER ARM WITH HELICAL GROOVE - 235,,0,
006001836B1,ROLLER TAPPET FIP,,0,
006001837B1,BUSH ROLLAR TAPPET FIP,,0,
006001838B1,TAPPET ROLLER BODY,,0,
006001840B1,SHAFT BLOWER - 235DI,,0,
006001840B91,SHAFT BLOWER,,0,
006001844B1,TUBE SUPPORT - 235DI,,0,
006001849B1,STUD BOTHENDS M16X1.5X359,,0,
006001850B1,SCREW  TAPPET ADJUSTING FIP,,0,
006001852B1,HOUSING BREATHER CAP - 235DI,,0,
006001853B1,O RING 18.72X2.62 NBR,,0,
006001854B91,INJECTOR ASSLY-P245 E080 0971 00 - 235DI,,0,
006001860B91,FLYWHEEL ASSEMBLY - 235DI,,0,
006001861B91,RADIATOR NE457 GENSET ENGINE,,0,
006001866B1,BRACE ALTERNATOR - 235DI,,0,
006001868B1,HOUSING LOWER - 235DI,,0,
006001873A91,CONNECTING ROD ASSEMBLY,,0,
006001879B1,PLATE BLOWER SIDE LH - 235DI,,0,
006001880B1,PLATE BLOWER SIDE RH - 235DI,,0,
006001883B1,SPRING TENSION - 235DI,,0,
006001884B1,STRIP HOOK BLOWER - 235DI,,0,
006001885B1,STRIP FLAT BLOWER - 235DI,,0,
006001887B1,STOPPER RADIATOR,,0,
006001887B1-PB,STOPPER RADIATOR,,0,
006001890B11,IL PRESSURE CONNECTOR,,0,
006001891B1,HOSE THERMOSTAT BYPASS,,0,
006001891B1-PB,HOSE THERMOSTAT BY-PASS,,0,
006001898B1,CONNECTOR INLET & OUTLET RADIATOR PIPE,,0,
006001898B1-PB,CONNECTOR INLET & OUTLET RADIATOR PIPE,,0,
006001899B1,V BELT 235BP AX-41 X 13 X 1041,,0,
006001912B91,FLYWHEEL ASSY  FOR NE GENSET,,0,
006001917B1,EXHAUST MANIFOLD NE GS CANOPY,,0,
006001918A91,FUEL FILTER ELEMENT KIT,,0,
006001918A91-PB,SERVICE KIT FOR ELEMENTS OF FUEL FILTER,,0,
006001919A91,KIT FOR OIL AND FUEL FILTER,,0,
006001919A91-PB,SERVICE KIT FOR OIL AND FUEL F,,0,
006001920A91,FUEL FILTER ELEMENT KIT,,0,
006001920A91-PB,SERVICE KIT OF ELMENTS OF FUEL,,0,
006001933B1,RPM HOUR METER NEF GENSET,,0,
006001965B1,PIPE CPT. FUEL FILTER TO FIP,,0,
006001965B2,PIPE FUEL FILTER TO FIP - 235BP,,0,
006001966B1,PIPE  SPILL OVER - 235 DIBP,,0,
006001974B1,SCREW SOCKET M10X1.5X25X10.9,,0,
006001975B1,SCREW SOCKET M10X1.5X40X10.9,,0,
006001997B91,OIL LEVEL GAUGE ASSY - 235DI,,0,
006002021B1,ADAPTOR OIL FILTER,,0,
006002023B1,GASKET VALVE HOUSING COVER (595 TURBO),,0,
006002023B1-PB,ASKET VALVE HSG CVR-595 TURBO,,0,
006002024B91,TAPPET ROLLER ASSEMBLY - 235DI,,0,
006002025A1,CAP OIL FILLER WITH OIL SEAL,,0,
006002025A2,CAP OIL FILLER WITH OIL SEAL,,0,
006002025A2-PB,CAP OIL FILLER WITH OIL SEAL,,0,
006002033B1,RETAINER GOVERNOR SPRING - 235DI,,0,
006002033C91,WATER PUMP ASSEMBLY,,0,
006002036B91,ASSY GOVERNOR RETAINER - 235DI,,0,
006002058B1,STUD BOTHENDS M10X1.5x139x8.8,,0,
006002068B1,NUT CAP M10X1.5X25X8,,0,
006002069B1,BRACKET FUEL FILTER MTG - 235DI,,0,
006002069B1-PB,BRACKET FUEL FILTER MTG - 235DI,,0,
006002087H1,OIL EMANATION TUBE,,0,
006002106B1,HOSE AIR INTAKE,,0,
006002114B91,PRECLEANER BIC/BP-PAI,,0,
006002118B1,GASKET CAMSHAFT FLANGE - 235DI,,0,
006002122R91,KIT-PISTON RINGS SPARES,,0,
006002123B1,KEY WOODRUFF - 235DI,,0,
006002134B1,Bracket Silencer,,0,
006002139B1,LEVER DECOMP - 235DI,,0,
006002146B1,STUD BOTHENDS M16X1.5X384,,0,
006002154H1,FLYWHEEL ASSY 3255GM,,0,
006002156H1,FLYWHEEL ASSY 4335GM,,0,
006002165B91,FUEL INJ PUMP 235DI- 004,,0,
006002176H91,PUSHER FAN ASSY NE GENSET (DIA,,0,
006002177H11,BRACKET RADIATOR MTG R.H. GENSET NEF,,0,
006002178H11,BRACKET RADIATOR MTG L.H. GENSET,,0,
006002180B1,BRACKET OIL COOLER PIPE,,0,
006002181B1,BRACKET ALTERNATOR MOUNTING,,0,
006002181B2,BRACKET ALTERNATOR - 235DI,,0,
006002186H1,PIPE METALLIC BETN IM & CPI,,0,
006002187H1,PIPE DE-AERATION TANK GENSET,,0,
006002187H1-PB,PIPE DE-AERATION TANK GENSET,,0,
006002188B1,GASKET FRONT COVER - 235DI,,0,
006002189H11,RADIATOR COMPLETE WITH COWLASS,,0,
006002200H91,F.I.P FOR 4445GM--NE 457 GS--mico no-398,,0,
006002201B1,BRACKET FULL LOAD STOPPER - 235DI,,0,
006002212B1,GEAR CAMSHAFT 20MNCR5,,0,
006002219H91,F.I.P. FOR 3255 GM -GENSET (410),,0,
006002219H94,FUEL INJ PUMP 3255GM (F002AOZ410),,0,
006002221H93,FIP_4335GM,,0,
006002225H1,WASHER,,0,
006002225H1-PB,WASHER,,0,
006002239H1,SUPPORT AIR CLEANER MTG BKT-40KVA,,0,
006002244A91,MAJOR CRANKCASE ASSLY 2 CYL LS,,0,
006002248H91,ASSY OIL FILLER CAP,,0,
006002248H91-PB,ASSY OIL FILLER CAP,,0,
006002250H1,SPACER FAN GENSET,,0,
006002256H1,HOSE PIPE RADIATOR INTAKE -GEN,,0,
006002256H1-PB,HOSE PIPE RADIATOR INTAKE -GEN,,0,
006002257H91,FLYWHEEL CPTE 2185GEN,,0,
006002258C1,(USE 006002260C91) TANK RECOVERY(BOTTLE),,0,
006002259C1,CAP TANK RECOVERY,,0,
006002260C91,TANK ASSEMBLY RECOVERY,,0,
006002260C91-PB,TANK ASSEMBLY RECOVERY,,0,
006002266B1,STUD BOTHENDS M8x1.25x85x8.8,,0,
006002268H1,BRACKET RADIATOR TOP SUPPORT,,0,
006002269B1,SHIM CYL. CU. BEADED 0.8 MM T,,0,
006002270B1,SHIM CYL. CU. BEADED 0.9 MM T,,0,
006002271B1,SHIM CYL. CU. BEADED 1.0 MM,,0,
006002284B1,TUBE OIL - 235DI,,0,
006002286H1,PLATE  DUMMY  HYDRAULIC,,0,
006002300D1,TAPPET VALVE,,0,
006002300D1-PB,TAPPET VALVE -TURFTRIDING -NEF,,0,
006002358F91,ASSY. STRAINER FOR 4WD TYM - T700,,0,
006002372B1,PLUG SPECIAL - 235DI,,0,
006002373F1,CLAMP TURBOCHARGER LUBRICATION PIPES,,0,
006002375F1,OIL PAN NEW65-4WD,,0,
006002380F1,BRACKT ENGINE LIFTING REAR,,0,
006002388C2,PIPE TANK TO FUEL FILTER,,0,
006002396C1,CABLE FOOT ACCELERATOR - 4500 4WD,,0,
006002411H91,RADIATOR FOR 275LS / 4505,,0,
006002411H91-PB,RADIATOR FOR 275LS / 4505,,0,
006002432H91,ASSY PUSHER FAN (DIA 432) NEF,,0,
006002432H91-PB,ASSY PUSHER FAN (DIA 432) NEF,,0,
006002441A91,ALUMINIUM RADIATOR WITH RECOVE,,0,
006002455H1,HOSE EPDM AIR CLEANER TO TC,,0,
006002455H1-PB,HOSE EPDM AIR CLEANER TO TC,,0,
006002456H1,AIR CLEANER - COMPACT TR.,,0,
006002456H1-PB,AIR CLEANER - COMPACT TR.,,0,
006002475H91,FUEL RETURN PIPE,,0,
006002477H1,NYLOCK NUT 1.75,,0,
006002505B1,OIL SEAL 2L 37.80X60X13.00,,0,
006002508F1,FILTER (ENGINE OIL),,0,
006002508F1-PB,ENGINE OIL FILTER,,0,
