Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
(USE 005555207R1)   KEY STAR+B2:B6479TER SWITCH,0000000K4,code128,,Default Category,nos1,nos1,nos1, 346.03 ,551,5,18%,Exclusive,no_image.png,,,,,,,,,85443000,,,,,0,,
ENGINE SERVICE MANUAL - 235 DI AIR FLOW,000000185PM,code128,,Default Category,nos1,nos1,nos1, 390.37 ,615,5,12%,Exclusive,no_image.png,,,,,,,,,49111090,,,,,0,,
BELT ALTERNATOR (NEW A35 SIZE),000010561P02,code128,,Default Category,nos1,nos1,nos1, 135.59 ,241,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
BOLT HEX (M16X2.0X40X8.8 ),000010583P03,code128,,Default Category,nos1,nos1,nos1, 53.67 ,78,5,18%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
"PIPE CPTE, FUEL SUPPLY",000010586P02,code128,,Default Category,nos1,nos1,nos1, 131.88 ,210,5,18%,Exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,
WASHER PLAIN M12,000010671P03,code128,,Default Category,nos1,nos1,nos1, 3.02 ,5,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
PIPE CPTE. FEED PUMP TO FILTER - SACTOR,000010816P02,code128,,Default Category,nos1,nos1,nos1, 82.14 ,146,5,18%,Exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,
PIPE CPTE. FILTER TO INJ PUMP - SACTOR,000010817P02,code128,,Default Category,nos1,nos1,nos1, 70.33 ,125,5,18%,Exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,
LOCK PLATE CAM,000012510P04,code128,,Default Category,nos1,nos1,nos1, 5.25 ,8,5,28%,Exclusive,no_image.png,,,,,,,,,87084000,,,,,0,,
NUT HEX M16X2X13X10,000012653P04,code128,,Default Category,nos1,nos1,nos1, 22.32 ,37,5,18%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,
ALTERNATOR 45 AMP. LUCAS,000013086P04,code128,,Default Category,nos1,nos1,nos1," 8,802.03 ",15645,5,18%,Exclusive,no_image.png,,,,,,,,,85016200,,,,,0,,
ALTERNATOR 45 AMP. LUCAS,000013086P04-PB,code128,,Default Category,nos1,nos1,nos1," 10,479.15 ",17899,5,28%,Exclusive,no_image.png,,,,,,,,,85114000,,,,,0,,
NUT (HEX M14X1.5X12.4X10),000013119P04,code128,,Default Category,nos1,nos1,nos1, 12.07 ,20,5,18%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,
FILTER SUCTION LINE,000013231P04,code128,,Default Category,nos1,nos1,nos1, 568.80 ,1011,5,18%,Exclusive,no_image.png,,,,,,,,,84212300,,,,,0,,
WASHER DRAFT FEED BACK ROD,000013261P04,code128,,Default Category,nos1,nos1,nos1, 6.03 ,10,5,18%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
ALLEN SCREW,000013344P04,code128,,Default Category,nos1,nos1,nos1, 4.34 ,7,5,18%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,
BOLT ALLEN (M8X30),000013379P04,code128,,Default Category,nos1,nos1,nos1, 6.03 ,10,5,18%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
CANISTER FILTER (PUROLATOR),000013427P04,code128,,Default Category,nos1,nos1,nos1, 433.53 ,683,5,18%,Exclusive,no_image.png,,,,,,,,,84219900,,,,,0,,
COPPER WASHER FOR M14X1.5,000013494P04,code128,,Default Category,nos1,nos1,nos1, 11.37 ,17,5,18%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,
(ALT 007209181D91) TANDEM PUMP ASSY GPM,000013797P04,code128,,Default Category,nos1,nos1,nos1," 11,735.04 ",17056,5,28%,Exclusive,no_image.png,,,,,,,,,84138190,,,,,0,,
BOLT HEXAGONAL (M12X1.75X40X10.9),000013898P04,code128,,Default Category,nos1,nos1,nos1, 13.76 ,20,5,18%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
GEAR 1ST DRIVING (SPEED),000013901P04,code128,,Default Category,nos1,nos1,nos1, 457.27 ,697,5,28%,Exclusive,no_image.png,,,,,,,,,87084000,,,,,0,,
GASKET OIL PAN - 3 CYL,000015369RD,code128,,Default Category,nos1,nos1,nos1, 53.67 ,78,5,18%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,
GASKET INTAKE MANIFOLD,000015417RD,code128,,Default Category,nos1,nos1,nos1, 31.03 ,53,5,18%,Exclusive,no_image.png,,,,,,,,,84841090,,,,,0,,
GASKET INTAKE MANIFOLD,000015417RD-PB,code128,,Default Category,nos1,nos1,nos1, 40.52 ,60,5,18%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,
GASKET AIR INTAKE (275DI),000015448RD,code128,,Default Category,nos1,nos1,nos1, 29.86 ,51,5,18%,Exclusive,no_image.png,,,,,,,,,84841010,,,,,0,,
GASKET AIR INTAKE(275DI),000015448RD-PB,code128,,Default Category,nos1,nos1,nos1, 42.13 ,63,5,18%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,
GASKET (3 DI THERMOSTAT HSG AVL),000015490RD,code128,,Default Category,nos1,nos1,nos1, 7.03 ,12,5,18%,Exclusive,no_image.png,,,,,,,,,40169340,,,,,0,,
GASKET 3 DI THERMOSTAT HSG AVL,000015490RD-PB,code128,,Default Category,nos1,nos1,nos1, 11.21 ,19,5,18%,Exclusive,no_image.png,,,,,,,,,48239090,,,,,0,,
HEAD CYLINDER 2 DI - S-TYPE INJECTOR,000015496RD,code128,,Default Category,nos1,nos1,nos1," 8,765.00 ",13957,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
GASKET (CRANKCASE OIL PAN),000015498RD,code128,,Default Category,nos1,nos1,nos1, 52.09 ,81,5,18%,Exclusive,no_image.png,,,,,,,,,68129922,,,,,0,,
GASKET CRANKCASE OIL PAN 255 D,000015498RD-PB,code128,,Default Category,nos1,nos1,nos1, 63.49 ,94,5,18%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,
CRANKSHAFT STD FOR 475DI/E40/350DI  3 CY,000015502RD,code128,,Default Category,nos1,nos1,nos1," 7,258.72 ",10550,5,18%,Exclusive,no_image.png,,,,,,,,,84831092,,,,,0,,
SET BEARING CR'SFT 0.508 MM U/S-B,000015525RD,code128,,Default Category,nos1,nos1,nos1, 899.30 ,1432,5,18%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,
SET BEARING CR'SFT MAIN STD-BI,000015531RD,code128,,Default Category,nos1,nos1,nos1, 862.24 ,1373,5,18%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,
SET BEARING CR'SFT MAIN STD-BI,000015531RD-PB,code128,,Default Category,nos1,nos1,nos1, 911.05 ,1424,5,18%,Exclusive,no_image.png,,,,,,,,,84821011,,,,,0,,
