Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
"SCREW,M8x16 DIN 6921",SF0102029,code128,,Default Category,nos1,nos1,nos1, 4.68 ,7,5,18%,Exclusive,no_image.png,,,,,,,,,73181900,,,,,0,,
SCREW M8x1.25x90x8.8xZN,SF0102033,code128,,Default Category,nos1,nos1,nos1, 11.01 ,16,5,18%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
BOLT HEX FL M6X1X60X8.8XZN(YELLOWPASSIV.,SF0102053,code128,,Default Category,nos1,nos1,nos1, 19.39 ,29,5,18%,Exclusive,no_image.png,,,,,,,,,73181900,,,,,0,,
BOLT HEX FL M8X1.25X80X8.8XGR,SF0102075,code128,,Default Category,nos1,nos1,nos1, 14.04 ,21,5,18%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
BOLT HEX FL M8X1.25X35X8.8,SF0102125,code128,,Default Category,nos1,nos1,nos1, 5.04 ,9,5,18%,Exclusive,no_image.png,,,,,,,,,73181900,,,,,0,,
BOLT HEX FL M12X1.75X45X10.9,SF0102138,code128,,Default Category,nos1,nos1,nos1, 18.58 ,27,5,18%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,
BOLT HEX FL M8X1.25X40X10.9,SF0102282,code128,,Default Category,nos1,nos1,nos1, 6.88 ,10,5,18%,Exclusive,no_image.png,,,,,,,,,40101110,,,,,0,,
BOLT HEX FL M10X1 5X105X10 9,SF0102327,code128,,Default Category,nos1,nos1,nos1, 24.77 ,36,5,18%,Exclusive,no_image.png,,,,,,,,,85044029,,,,,0,,
BOLT HEX FL M8X1 25X75X10 9,SF0102439,code128,,Default Category,nos1,nos1,nos1, 13.07 ,19,5,18%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,
BOLT HEX FL M8X1 25X58X10 9,SF0102444,code128,,Default Category,nos1,nos1,nos1, 18.58 ,27,5,18%,Exclusive,no_image.png,,,,,,,,,85044029,,,,,0,,
BOLT HEX FL M8X1 25X80X10 9,SF0102446,code128,,Default Category,nos1,nos1,nos1, 12.65 ,18.38,5,18%,Exclusive,no_image.png,,,,,,,,,85044029,,,,,0,,
BOLT HEX FL M8X1 25X45X10 9,SF0102450,code128,,Default Category,nos1,nos1,nos1, 6.91 ,11,5,18%,Exclusive,no_image.png,,,,,,,,,73181900,,,,,0,,
Bolt Hex. Headed FL M10 x 1.5 x 30 x 8.8,SF0202013,code128,,Default Category,nos1,nos1,nos1, 5.58 ,9,5,18%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,
SCREW HEXAGONAL FLANGE (M10X1.5X35X10.9),SF0202103,code128,,Default Category,nos1,nos1,nos1, 10.32 ,15,5,18%,Exclusive,no_image.png,,,,,,,,,73181900,,,,,0,,
SCREW HEX FL SL M8X1 25X50X10 9,SF0202231,code128,,Default Category,nos1,nos1,nos1, 10.05 ,16,5,18%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,
SCREW SOCKET M10X1.5X30X8.8XZN,SF0224011,code128,,Default Category,nos1,nos1,nos1, 7.12 ,11,5,18%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,
SCREW SOCKET M10X1.5X55X10.9,SF0224037,code128,,Default Category,nos1,nos1,nos1, 15.14 ,22,5,18%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,
NUT HEXM8X1.25X6.5X8XZN,SF0301009,code128,,Default Category,nos1,nos1,nos1, 4.13 ,6,5,18%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,
UT HEX FL M12X1.5X12X8 GR,SF0303007,code128,,Default Category,nos1,nos1,nos1, 11.86 ,17,5,18%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,
WASHER PLAIN M8X16X1.5XZN5,SF0401012,code128,,Default Category,nos1,nos1,nos1, 1.38 ,2,5,18%,Exclusive,no_image.png,,,,,,,,,73182200,,,,,0,,
CLAMP SPRING BAND 17X12X1,SF0705034,code128,,Default Category,nos1,nos1,nos1, 9.42 ,15,5,18%,Exclusive,no_image.png,,,,,,,,,73182990,,,,,0,,
RING BAND 19X12X1.2,SF0705040,code128,,Default Category,nos1,nos1,nos1, 16.51 ,24,5,28%,Exclusive,no_image.png,,,,,,,,,84099941,,,,,0,,
CLAMP SPRING BAND 15X12X0.9,SF0705045,code128,,Default Category,nos1,nos1,nos1, 8.85 ,15,5,18%,Exclusive,no_image.png,,,,,,,,,73182990,,,,,0,,
SEAL - ROCKER BOX COVER,T401417-PE,code128,,Default Category,nos1,nos1,nos1," 7,902.98 ",11901,5,28%,Exclusive,no_image.png,,,,,,,,,84099911,,,,,0,,
TRANSMISSION ASSLY FULL CM CE-DB,TRANFCMCEDB,code128,,Default Category,nos1,nos1,nos1," 1,25,223.48 ",197280,5,28%,Exclusive,no_image.png,,,,,,,,,87084000,,,,,0,,
